SGB_ID	Node	GTDB_phylum	GTDB_genus
SGB_5412	Tibetansheep	p__Firmicutes_A	g__Acetatifactor
SGB_12171	Tibetansheep	p__Firmicutes_A	g__UMGS1696
SGB_5280	Tibetansheep	p__Firmicutes_A	g__
SGB_5623	Tibetansheep	p__Firmicutes_A	g__Agathobacter
SGB_11016	Tibetansheep	p__Firmicutes_A	g__UBA1380
SGB_13145	Tibetansheep	p__Firmicutes_A	g__
SGB_4394	Tibetansheep	p__Firmicutes_A	g__UBA11524
SGB_16970	Tibetansheep	p__Firmicutes	g__Holdemania
SGB_18776	Tibetansheep	p__Verrucomicrobiota	g__UBA1067
SGB_9494	Tibetansheep	p__Firmicutes_A	g__UBA8612
SGB_18532	Tibetansheep	p__Spirochaetota	g__CETP13
SGB_9637	Tibetansheep	p__Firmicutes_A	g__UMGS1279
SGB_4943	Tibetansheep	p__Firmicutes_A	g__
SGB_5722	Tibetansheep	p__Firmicutes_A	g__CAG-194
SGB_4244	Tibetansheep	p__Firmicutes_A	g__
SGB_7387	Tibetansheep	p__Firmicutes_A	g__
SGB_10581	Tibetansheep	p__Firmicutes_A	g__CAG-448
SGB_5101	Tibetansheep	p__Firmicutes_A	g__
SGB_15798	Tibetansheep	p__Firmicutes_A	g__Emergencia
SGB_5709	Tibetansheep	p__Firmicutes_A	g__CAG-127
SGB_5002	Tibetansheep	p__Firmicutes_A	g__
SGB_5503	Tibetansheep	p__Firmicutes_A	g__Acetatifactor
SGB_15318	Tibetansheep	p__Firmicutes_A	g__HUN007
SGB_8105	Tibetansheep	p__Firmicutes_A	g__DTU089_A
SGB_15328	Tibetansheep	p__Firmicutes_A	g__Ruminiclostridium_E
SGB_16656	Tibetansheep	p__Firmicutes_A	g__UMGS1883
SGB_5316	Tibetansheep	p__Firmicutes_A	g__
SGB_7568	Tibetansheep	p__Firmicutes_A	g__
SGB_12791	Tibetansheep	p__Firmicutes_A	g__
SGB_13668	Tibetansheep	p__Firmicutes_A	g__CAG-110
SGB_10773	Tibetansheep	p__Firmicutes_A	g__CAG-448
SGB_15358	Tibetansheep	p__Firmicutes_A	g__Ruminiclostridium_E
SGB_4417	Tibetansheep	p__Firmicutes_A	g__UBA1224
SGB_5737	Tibetansheep	p__Firmicutes_A	g__CAG-194
SGB_6080	Tibetansheep	p__Firmicutes_A	g__G11
SGB_16553	Tibetansheep	p__Firmicutes_A	g__
SGB_9408	Tibetansheep	p__Firmicutes_A	g__UBA737
SGB_6661	Tibetansheep	p__Firmicutes_A	g__
SGB_10397	Tibetansheep	p__Firmicutes_A	g__
SGB_5716	Tibetansheep	p__Firmicutes_A	g__CAG-127
SGB_15475	Tibetansheep	p__Firmicutes_A	g__UBA3855
SGB_7666	Tibetansheep	p__Firmicutes_A	g__CAG-177
SGB_7328	Tibetansheep	p__Firmicutes_A	g__UMGS1494
SGB_6073	Tibetansheep	p__Firmicutes_A	g__G11
SGB_17938	Tibetansheep	p__Planctomycetota	g__
SGB_4430	Tibetansheep	p__Firmicutes_A	g__UMGS1603
SGB_7688	Tibetansheep	p__Firmicutes_A	g__CAG-177
SGB_7076	Tibetansheep	p__Firmicutes_A	g__UBA1775
SGB_13076	Tibetansheep	p__Firmicutes_A	g__UMGS882
SGB_5516	Tibetansheep	p__Firmicutes_A	g__Acetatifactor
SGB_5845	Tibetansheep	p__Firmicutes_A	g__CAG-95
SGB_12521	Tibetansheep	p__Firmicutes_A	g__UMGS874
SGB_6232	Tibetansheep	p__Firmicutes_A	g__SFDP01
SGB_12506	Tibetansheep	p__Firmicutes_A	g__UMGS731
SGB_19033	Tibetansheep	p__Verrucomicrobiota	g__UBA1784
SGB_5236	Tibetansheep	p__Firmicutes_A	g__
SGB_471	Tibetansheep	p__Bacteroidota	g__
SGB_17926	Tibetansheep	p__Planctomycetota	g__
SGB_4363	Tibetansheep	p__Firmicutes_A	g__SFMI01
SGB_4339	Tibetansheep	p__Firmicutes_A	g__SFFH01
SGB_17198	Tibetansheep	p__Firmicutes	g__Paenibacillus
SGB_15873	Yak	p__Firmicutes_A	g__RUG708
SGB_19152	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_19203	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_1725	Yak	p__Bacteroidota	g__Alistipes
SGB_1992	Yak	p__Bacteroidota	g__Tidjanibacter
SGB_5196	Yak	p__Firmicutes_A	g__
SGB_14908	Yak	p__Firmicutes_A	g__UBA1777
SGB_1249	Yak	p__Bacteroidota	g__UBA3388
SGB_2581	Yak	p__Bacteroidota	g__RC9
SGB_8288	Yak	p__Firmicutes_A	g__RUG420
SGB_4290	Yak	p__Firmicutes_A	g__GCA-900199385
SGB_54	Yak	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_5187	Yak	p__Firmicutes_A	g__
SGB_19251	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_5217	Yak	p__Firmicutes_A	g__
SGB_2624	Yak	p__Bacteroidota	g__RC9
SGB_453	Yak	p__Bacteroidota	g__
SGB_13282	Yak	p__Firmicutes_A	g__
SGB_2628	Yak	p__Bacteroidota	g__RC9
SGB_1824	Yak	p__Bacteroidota	g__Alistipes
SGB_19183	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_1100	Yak	p__Bacteroidota	g__
SGB_8287	Yak	p__Firmicutes_A	g__RUG420
SGB_15138	Yak	p__Firmicutes_A	g__
SGB_207	Yak	p__Actinobacteriota	g__Arthrobacter_B
SGB_447	Yak	p__Bacteroidota	g__
SGB_13254	Yak	p__Firmicutes_A	g__
SGB_13106	Yak	p__Firmicutes_A	g__
SGB_16737	Yak	p__Firmicutes_B	g__
SGB_1421	Yak	p__Bacteroidota	g__RF16
SGB_1807	Yak	p__Bacteroidota	g__Alistipes
SGB_6378	Yak	p__Firmicutes_A	g__UBA2856
SGB_2613	Yak	p__Bacteroidota	g__RC9
SGB_19211	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_56	Yak	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_1502	Yak	p__Bacteroidota	g__SFVR01
SGB_19178	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_15754	Yak	p__Firmicutes_A	g__
SGB_264	Yak	p__Actinobacteriota	g__UBA9715
SGB_2567	Yak	p__Bacteroidota	g__RC9
SGB_811	Yak	p__Bacteroidota	g__UBA1189
SGB_77	Yak	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_57	Yak	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_6203	Yak	p__Firmicutes_A	g__RUG842
SGB_1397	Yak	p__Bacteroidota	g__RF16
SGB_2583	Yak	p__Bacteroidota	g__RC9
SGB_14067	Yak	p__Firmicutes_A	g__CAG-110
SGB_254	Yak	p__Actinobacteriota	g__
SGB_12063	Yak	p__Firmicutes_A	g__UMGS1225
SGB_1521	Yak	p__Bacteroidota	g__UBA1181
SGB_146	Yak	p__Methanobacteriota	g__Methanosphaera
SGB_1767	Yak	p__Bacteroidota	g__Alistipes
SGB_78	Yak	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_2525	Yak	p__Bacteroidota	g__RC9
SGB_14909	Yak	p__Firmicutes_A	g__UBA1777
SGB_67	Yak	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_4289	Yak	p__Firmicutes_A	g__GCA-900199385
SGB_10002	Yak	p__Firmicutes_A	g__UBA4644
SGB_2019	Yak	p__Bacteroidota	g__UBA11471
SGB_460	Yak	p__Bacteroidota	g__
SGB_6147	Yak	p__Firmicutes_A	g__Parasporobacterium
SGB_2619	Yak	p__Bacteroidota	g__RC9
SGB_5191	Yak	p__Firmicutes_A	g__
SGB_13211	Yak	p__Firmicutes_A	g__
SGB_15877	Yak	p__Firmicutes_A	g__RUG708
SGB_18836	Yak	p__Verrucomicrobiota	g__UBA1067
SGB_13248	Yak	p__Firmicutes_A	g__
SGB_13249	Yak	p__Firmicutes_A	g__
SGB_2491	Yak	p__Bacteroidota	g__RC9
SGB_19177	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_18444	Yak	p__Proteobacteria	g__CAG-521
SGB_6381	Yak	p__Firmicutes_A	g__UBA2856
SGB_2123	Yak	p__Bacteroidota	g__
SGB_134	Yak	p__Methanobacteriota	g__Methanobrevibacter
SGB_13259	Yak	p__Firmicutes_A	g__
SGB_5103	Yak	p__Firmicutes_A	g__
SGB_4229	Yak	p__Firmicutes_A	g__
SGB_1152	Yak	p__Bacteroidota	g__M3
SGB_15894	Yak	p__Firmicutes_A	g__UBA1191
SGB_6383	Yak	p__Firmicutes_A	g__UBA2856
SGB_2529	Yak	p__Bacteroidota	g__RC9
SGB_17035	Yak	p__Firmicutes	g__UBA636
SGB_1868	Yak	p__Bacteroidota	g__Alistipes
SGB_4355	Yak	p__Firmicutes_A	g__SFHK01
SGB_13263	Yak	p__Firmicutes_A	g__
SGB_2590	Yak	p__Bacteroidota	g__RC9
SGB_4857	Yak	p__Firmicutes_A	g__
SGB_19193	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_14085	Yak	p__Firmicutes_A	g__CAG-110
SGB_253	Yak	p__Actinobacteriota	g__
SGB_13919	Yak	p__Firmicutes_A	g__CAG-110
SGB_14117	Yak	p__Firmicutes_A	g__CAG-110
SGB_17037	Yak	p__Firmicutes	g__UBA636
SGB_1082	Yak	p__Bacteroidota	g__Odoribacter
SGB_2194	Yak	p__Bacteroidota	g__RC9
SGB_15761	Yak	p__Firmicutes_A	g__
SGB_16063	Yak	p__Firmicutes_A	g__
SGB_822	Yak	p__Bacteroidota	g__UBA1189
SGB_19145	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_16915	Yak	p__Firmicutes	g__
SGB_2603	Yak	p__Bacteroidota	g__RC9
SGB_96	Yak	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_6146	Yak	p__Firmicutes_A	g__Parasporobacterium
SGB_5227	Yak	p__Firmicutes_A	g__
SGB_270	Yak	p__Actinobacteriota	g__
SGB_4427	Yak	p__Firmicutes_A	g__UBA2862
SGB_12662	Yak	p__Firmicutes_A	g__
SGB_11857	Yak	p__Firmicutes_A	g__UMGS1002
SGB_15852	Yak	p__Firmicutes_A	g__Mogibacterium
SGB_16944	Yak	p__Firmicutes	g__Bulleidia
SGB_16918	Yak	p__Firmicutes	g__
SGB_5652	Yak	p__Firmicutes_A	g__Anaerobutyricum
SGB_5198	Yak	p__Firmicutes_A	g__
SGB_9274	Yak	p__Firmicutes_A	g__UBA737
SGB_1044	Yak	p__Bacteroidota	g__F082
SGB_4111	Yak	p__Firmicutes_A	g__
SGB_16941	Yak	p__Firmicutes	g__Bulleidia
SGB_7498	Yak	p__Firmicutes_A	g__
SGB_13262	Yak	p__Firmicutes_A	g__
SGB_5223	Yak	p__Firmicutes_A	g__
SGB_5801	Yak	p__Firmicutes_A	g__CAG-791
SGB_2592	Yak	p__Bacteroidota	g__RC9
SGB_8797	Yak	p__Firmicutes_A	g__UBA5905
SGB_9967	Yak	p__Firmicutes_A	g__
SGB_17036	Yak	p__Firmicutes	g__UBA636
SGB_10539	Yak	p__Firmicutes_A	g__CAG-390
SGB_15893	Yak	p__Firmicutes_A	g__UBA1191
SGB_2499	Yak	p__Bacteroidota	g__RC9
SGB_16204	Yak	p__Firmicutes_A	g__
SGB_10242	Yak	p__Firmicutes_A	g__
SGB_2574	Yak	p__Bacteroidota	g__RC9
SGB_19198	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_2612	Yak	p__Bacteroidota	g__RC9
SGB_2630	Yak	p__Bacteroidota	g__RC9
SGB_15759	Yak	p__Firmicutes_A	g__
SGB_5978	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_12148	Yak	p__Firmicutes_A	g__UMGS1696
SGB_15844	Yak	p__Firmicutes_A	g__Mogibacterium
SGB_15762	Yak	p__Firmicutes_A	g__
SGB_17267	Yak	p__Firmicutes	g__UBA11963
SGB_15805	Yak	p__Firmicutes_A	g__Mogibacterium
SGB_5514	Yak	p__Firmicutes_A	g__Acetatifactor
SGB_19123	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_8685	Yak	p__Firmicutes_A	g__UBA1081
SGB_58	Yak	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_265	Yak	p__Actinobacteriota	g__UBA9715
SGB_2636	Yak	p__Bacteroidota	g__RC9
SGB_12765	Yak	p__Firmicutes_A	g__
SGB_15843	Yak	p__Firmicutes_A	g__Mogibacterium
SGB_15755	Yak	p__Firmicutes_A	g__
SGB_5895	Yak	p__Firmicutes_A	g__Eubacterium_I
SGB_16923	Yak	p__Firmicutes	g__
SGB_5979	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_16966	Yak	p__Firmicutes	g__Holdemania
SGB_15822	Yak	p__Firmicutes_A	g__Mogibacterium
SGB_2754	Yak	p__Bacteroidota	g__UBA1232
SGB_218	Yak	p__Actinobacteriota	g__RUG440
SGB_2015	Yak	p__Bacteroidota	g__UBA11471
SGB_6935	Yak	p__Firmicutes_A	g__UBA9506
SGB_16757	Yak	p__Firmicutes_C	g__
SGB_15895	Yak	p__Firmicutes_A	g__UBA1191
SGB_1013	Yak	p__Bacteroidota	g__F082
SGB_2534	Yak	p__Bacteroidota	g__RC9
SGB_2543	Yak	p__Bacteroidota	g__RC9
SGB_19144	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_5188	Yak	p__Firmicutes_A	g__
SGB_14874	Yak	p__Firmicutes_A	g__RUG678
SGB_2776	Yak	p__Bacteroidota	g__UBA1232
SGB_16052	Yak	p__Firmicutes_A	g__
SGB_15605	Yak	p__Firmicutes_A	g__
SGB_13892	Yak	p__Firmicutes_A	g__CAG-110
SGB_14042	Yak	p__Firmicutes_A	g__CAG-110
SGB_222	Yak	p__Actinobacteriota	g__UBA1367
SGB_16083	Yak	p__Firmicutes_A	g__CAG-269
SGB_2552	Yak	p__Bacteroidota	g__RC9
SGB_1054	Yak	p__Bacteroidota	g__F082
SGB_16419	Yak	p__Firmicutes_A	g__
SGB_211	Yak	p__Actinobacteriota	g__
SGB_4292	Yak	p__Firmicutes_A	g__GCA-900199385
SGB_13992	Yak	p__Firmicutes_A	g__CAG-110
SGB_13051	Yak	p__Firmicutes_A	g__UMGS1387
SGB_5609	Yak	p__Firmicutes_A	g__Agathobacter
SGB_1052	Yak	p__Bacteroidota	g__F082
SGB_2731	Yak	p__Bacteroidota	g__UBA1232
SGB_3213	Yak	p__Firmicutes_A	g__
SGB_9335	Yak	p__Firmicutes_A	g__UBA737
SGB_4359	Yak	p__Firmicutes_A	g__SFHK01
SGB_15897	Yak	p__Firmicutes_A	g__UBA1191
SGB_101	Yak	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_6001	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_2760	Yak	p__Bacteroidota	g__UBA1232
SGB_13256	Yak	p__Firmicutes_A	g__
SGB_4285	Yak	p__Firmicutes_A	g__GCA-900199385
SGB_14058	Yak	p__Firmicutes_A	g__CAG-110
SGB_16976	Yak	p__Firmicutes	g__RUG521
SGB_8676	Yak	p__Firmicutes_A	g__UBA1081
SGB_8340	Yak	p__Firmicutes_A	g__RUG806
SGB_13247	Yak	p__Firmicutes_A	g__
SGB_9521	Yak	p__Firmicutes_A	g__UBA8612
SGB_17147	Yak	p__Firmicutes	g__
SGB_4859	Yak	p__Firmicutes_A	g__
SGB_16117	Yak	p__Firmicutes_A	g__UBA7001
SGB_16726	Yak	p__Firmicutes_B	g__UBA7702
SGB_19156	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_10213	Yak	p__Firmicutes_A	g__
SGB_15080	Yak	p__Firmicutes_A	g__
SGB_9276	Yak	p__Firmicutes_A	g__UBA737
SGB_5959	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_5988	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_12768	Yak	p__Firmicutes_A	g__
SGB_16495	Yak	p__Firmicutes_A	g__
SGB_16979	Yak	p__Firmicutes	g__Traorella
SGB_3216	Yak	p__Firmicutes_A	g__
SGB_9998	Yak	p__Firmicutes_A	g__UBA4644
SGB_4286	Yak	p__Firmicutes_A	g__GCA-900199385
SGB_13283	Yak	p__Firmicutes_A	g__
SGB_2666	Yak	p__Bacteroidota	g__RC9
SGB_15608	Yak	p__Firmicutes_A	g__
SGB_15185	Yak	p__Firmicutes_A	g__
SGB_1950	Yak	p__Bacteroidota	g__Tidjanibacter
SGB_16122	Yak	p__Firmicutes_A	g__UBA7001
SGB_12149	Yak	p__Firmicutes_A	g__UMGS1696
SGB_15154	Yak	p__Firmicutes_A	g__
SGB_1836	Yak	p__Bacteroidota	g__Alistipes
SGB_15085	Yak	p__Firmicutes_A	g__QAMX01
SGB_13903	Yak	p__Firmicutes_A	g__CAG-110
SGB_809	Yak	p__Bacteroidota	g__UBA1189
SGB_2403	Yak	p__Bacteroidota	g__RC9
SGB_19158	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_12910	Yak	p__Firmicutes_A	g__UBA1752
SGB_19172	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_1050	Yak	p__Bacteroidota	g__F082
SGB_10006	Yak	p__Firmicutes_A	g__UBA4644
SGB_9516	Yak	p__Firmicutes_A	g__UBA8612
SGB_13918	Yak	p__Firmicutes_A	g__CAG-110
SGB_13641	Yak	p__Firmicutes_A	g__CAG-110
SGB_1726	Yak	p__Bacteroidota	g__Alistipes
SGB_2747	Yak	p__Bacteroidota	g__UBA1232
SGB_15670	Yak	p__Firmicutes_A	g__
SGB_13354	Yak	p__Firmicutes_A	g__
SGB_6752	Yak	p__Firmicutes_A	g__
SGB_7786	Yak	p__Firmicutes_A	g__CAG-177
SGB_13788	Yak	p__Firmicutes_A	g__CAG-110
SGB_6765	Yak	p__Firmicutes_A	g__
SGB_16050	Yak	p__Firmicutes_A	g__
SGB_17296	Yak	p__Firmicutes	g__
SGB_13754	Yak	p__Firmicutes_A	g__CAG-110
SGB_13947	Yak	p__Firmicutes_A	g__CAG-110
SGB_11860	Yak	p__Firmicutes_A	g__UMGS1002
SGB_11280	Yak	p__Firmicutes_A	g__UBA1740
SGB_8017	Yak	p__Firmicutes_A	g__CAG-488
SGB_10187	Yak	p__Firmicutes_A	g__
SGB_16666	Yak	p__Firmicutes_A	g__UMGS1883
SGB_12915	Yak	p__Firmicutes_A	g__UBA1752
SGB_13348	Yak	p__Firmicutes_A	g__
SGB_6760	Yak	p__Firmicutes_A	g__
SGB_14056	Yak	p__Firmicutes_A	g__CAG-110
SGB_15724	Yak	p__Firmicutes_A	g__
SGB_7768	Yak	p__Firmicutes_A	g__CAG-177
SGB_10536	Yak	p__Firmicutes_A	g__CAG-390
SGB_5221	Yak	p__Firmicutes_A	g__
SGB_16725	Yak	p__Firmicutes_B	g__UBA7702
SGB_7501	Yak	p__Firmicutes_A	g__
SGB_6529	Yak	p__Firmicutes_A	g__UMGS2037
SGB_15874	Yak	p__Firmicutes_A	g__RUG708
SGB_1047	Yak	p__Bacteroidota	g__F082
SGB_9537	Yak	p__Firmicutes_A	g__UBA8612
SGB_15518	Yak	p__Firmicutes_A	g__UMGS1668
SGB_10537	Yak	p__Firmicutes_A	g__CAG-390
SGB_6751	Yak	p__Firmicutes_A	g__
SGB_16963	Yak	p__Firmicutes	g__Holdemania
SGB_1774	Yak	p__Bacteroidota	g__Alistipes
SGB_5186	Yak	p__Firmicutes_A	g__
SGB_6057	Yak	p__Firmicutes_A	g__Frisingicoccus
SGB_4366	Yak	p__Firmicutes_A	g__SFMI01
SGB_6738	Yak	p__Firmicutes_A	g__
SGB_2230	Yak	p__Bacteroidota	g__RC9
SGB_17455	Yak	p__Firmicutes	g__UBA5578
SGB_15845	Yak	p__Firmicutes_A	g__Mogibacterium
SGB_14114	Yak	p__Firmicutes_A	g__CAG-110
SGB_7784	Yak	p__Firmicutes_A	g__CAG-177
SGB_14046	Yak	p__Firmicutes_A	g__CAG-110
SGB_6382	Yak	p__Firmicutes_A	g__UBA2856
SGB_7758	Yak	p__Firmicutes_A	g__CAG-177
SGB_4121	Yak	p__Firmicutes_A	g__RUG472
SGB_10217	Yak	p__Firmicutes_A	g__
SGB_16010	Yak	p__Firmicutes_A	g__Saccharofermentans
SGB_5971	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_8192	Yak	p__Firmicutes_A	g__DTU089_A
SGB_12262	Yak	p__Firmicutes_A	g__UMGS1815
SGB_9612	Yak	p__Firmicutes_A	g__UMGS1279
SGB_9624	Yak	p__Firmicutes_A	g__UMGS1279
SGB_4858	Yak	p__Firmicutes_A	g__
SGB_5185	Yak	p__Firmicutes_A	g__
SGB_16124	Yak	p__Firmicutes_A	g__UBA7001
SGB_8009	Yak	p__Firmicutes_A	g__CAG-488
SGB_13136	Yak	p__Firmicutes_A	g__
SGB_7779	Yak	p__Firmicutes_A	g__CAG-177
SGB_3356	Yak	p__Firmicutes_A	g__
SGB_7762	Yak	p__Firmicutes_A	g__CAG-177
SGB_16286	Yak	p__Firmicutes_A	g__
SGB_16965	Yak	p__Firmicutes	g__Holdemania
SGB_9665	Yak	p__Firmicutes_A	g__UMGS1484
SGB_10196	Yak	p__Firmicutes_A	g__
SGB_13089	Yak		
SGB_15517	Yak	p__Firmicutes_A	g__UMGS1668
SGB_16080	Yak	p__Firmicutes_A	g__CAG-269
SGB_10204	Yak	p__Firmicutes_A	g__
SGB_11337	Yak	p__Firmicutes_A	g__UBA1740
SGB_5975	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_15682	Yak	p__Firmicutes_A	g__
SGB_9707	Yak	p__Firmicutes_A	g__UMGS1487
SGB_17450	Yak	p__Firmicutes	g__UBA5578
SGB_9272	Yak	p__Firmicutes_A	g__UBA737
SGB_9519	Yak	p__Firmicutes_A	g__UBA8612
SGB_7755	Yak	p__Firmicutes_A	g__CAG-177
SGB_16091	Yak	p__Firmicutes_A	g__CAG-452
SGB_8681	Yak	p__Firmicutes_A	g__UBA1081
SGB_5949	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_5962	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_9662	Yak	p__Firmicutes_A	g__UMGS1484
SGB_15606	Yak	p__Firmicutes_A	g__
SGB_9531	Yak	p__Firmicutes_A	g__UBA8612
SGB_8811	Yak	p__Firmicutes_A	g__UBA5905
SGB_17451	Yak	p__Firmicutes	g__UBA5578
SGB_6520	Yak	p__Firmicutes_A	g__UBA7160
SGB_14409	Yak	p__Firmicutes_A	g__CAG-110
SGB_8022	Yak	p__Firmicutes_A	g__CAG-488
SGB_8954	Yak	p__Firmicutes_A	g__UBA6857
SGB_5220	Yak	p__Firmicutes_A	g__
SGB_14847	Yak	p__Firmicutes_A	g__Oscillibacter
SGB_13896	Yak	p__Firmicutes_A	g__CAG-110
SGB_7757	Yak	p__Firmicutes_A	g__CAG-177
SGB_9535	Yak	p__Firmicutes_A	g__UBA8612
SGB_7769	Yak	p__Firmicutes_A	g__CAG-177
SGB_8863	Yak	p__Firmicutes_A	g__UBA5905
SGB_15202	Yak	p__Firmicutes_A	g__
SGB_13313	Yak	p__Firmicutes_A	g__
SGB_8721	Yak	p__Firmicutes_A	g__UBA1447
SGB_10195	Yak	p__Firmicutes_A	g__
SGB_5967	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_9520	Yak	p__Firmicutes_A	g__UBA8612
SGB_1017	Yak	p__Bacteroidota	g__F082
SGB_10668	Yak	p__Firmicutes_A	g__CAG-448
SGB_14009	Yak	p__Firmicutes_A	g__CAG-110
SGB_14036	Yak	p__Firmicutes_A	g__CAG-110
SGB_13759	Yak	p__Firmicutes_A	g__CAG-110
SGB_8956	Yak	p__Firmicutes_A	g__UBA6857
SGB_13981	Yak	p__Firmicutes_A	g__CAG-110
SGB_13142	Yak	p__Firmicutes_A	g__
SGB_16983	Yak	p__Firmicutes	g__Traorella
SGB_8822	Yak	p__Firmicutes_A	g__UBA5905
SGB_14103	Yak	p__Firmicutes_A	g__CAG-110
SGB_18847	Yak	p__Verrucomicrobiota	g__UBA1067
SGB_16092	Yak	p__Firmicutes_A	g__CAG-452
SGB_9525	Yak	p__Firmicutes_A	g__UBA8612
SGB_14506	Yak	p__Firmicutes_A	g__CAG-110
SGB_12949	Yak	p__Firmicutes_A	g__UBA1752
SGB_13102	Yak	p__Firmicutes_A	g__
SGB_19148	Yak	p__Verrucomicrobiota	g__Akkermansia
SGB_9539	Yak	p__Firmicutes_A	g__UBA8612
SGB_5999	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_16463	Yak	p__Firmicutes_A	g__
SGB_5992	Yak	p__Firmicutes_A	g__Faecalimonas
SGB_13605	Yak	p__Firmicutes_A	g__CAG-110
SGB_2241	Yak	p__Bacteroidota	g__RC9
SGB_8869	Yak	p__Firmicutes_A	g__UBA5905
SGB_12164	Yak	p__Firmicutes_A	g__UMGS1696
SGB_8348	Yak	p__Firmicutes_A	g__RUG806
SGB_541	Yak	p__Bacteroidota	g__Bacteroides
SGB_2670	Yak	p__Bacteroidota	g__RC9
SGB_14609	Yak	p__Firmicutes_A	g__CAG-110
SGB_9534	Yak	p__Firmicutes_A	g__UBA8612
SGB_1023	Yak	p__Bacteroidota	g__F082
SGB_15671	Yak	p__Firmicutes_A	g__
SGB_16095	Yak	p__Firmicutes_A	g__CAG-452
SGB_8337	Yak	p__Firmicutes_A	g__RUG806
SGB_13376	Yak	p__Firmicutes_A	g__
SGB_13567	Yak	p__Firmicutes_A	g__CAG-110
SGB_1108	Yak	p__Bacteroidota	g__
SGB_18491	Yak	p__Spirochaetota	g__
SGB_13361	Yak	p__Firmicutes_A	g__
SGB_14857	Yak	p__Firmicutes_A	g__Oscillibacter
SGB_15783	Yak	p__Firmicutes_A	g__
SGB_14172	Yak	p__Firmicutes_A	g__CAG-110
SGB_1906	Yak	p__Bacteroidota	g__Alistipes
SGB_16450	Yak	p__Firmicutes_A	g__
SGB_12257	Yak	p__Firmicutes_A	g__UMGS1815
SGB_9353	Yak	p__Firmicutes_A	g__UBA737
SGB_9974	Yak	p__Firmicutes_A	g__
SGB_5244	Yak	p__Firmicutes_A	g__
SGB_15685	Yak	p__Firmicutes_A	g__
SGB_14284	Yak	p__Firmicutes_A	g__CAG-110
SGB_1893	Yak	p__Bacteroidota	g__Alistipes
SGB_14689	Yak	p__Firmicutes_A	g__CAG-110
SGB_8013	Yak	p__Firmicutes_A	g__CAG-488
SGB_2687	Yak	p__Bacteroidota	g__RC9
SGB_9542	Yak	p__Firmicutes_A	g__UBA8612
SGB_12135	Yak	p__Firmicutes_A	g__UMGS1696
SGB_16500	Yak	p__Firmicutes_A	g__
SGB_5250	Yak	p__Firmicutes_A	g__
SGB_15072	Yak	p__Firmicutes_A	g__
SGB_14765	Yak	p__Firmicutes_A	g__CAG-110
SGB_12770	Yak	p__Firmicutes_A	g__
SGB_9528	Yak	p__Firmicutes_A	g__UBA8612
SGB_16004	Yak	p__Firmicutes_A	g__Saccharofermentans
SGB_3746	Yak	p__Firmicutes_A	g__QALS01
SGB_2214	Yak	p__Bacteroidota	g__RC9
SGB_7760	Yak	p__Firmicutes_A	g__CAG-177
SGB_14231	Yak	p__Firmicutes_A	g__CAG-110
SGB_12084	Yak	p__Firmicutes_A	g__UMGS1696
SGB_13899	Yak	p__Firmicutes_A	g__CAG-110
SGB_13609	Yak	p__Firmicutes_A	g__CAG-110
SGB_14932	Yak	p__Firmicutes_A	g__UBA1777
SGB_6555	Yak	p__Firmicutes_A	g__
SGB_14578	Yak	p__Firmicutes_A	g__CAG-110
SGB_1032	Yak	p__Bacteroidota	g__F082
SGB_15208	Yak	p__Firmicutes_A	g__
SGB_18990	Yak	p__Verrucomicrobiota	g__
